name,degree,addr,tel,review,type,r_review,,,,,,,,,,
요술식탁,4.4,제주특별자치도 제주시 관덕로6길 12 1층,064-803-0776,115,한식,수비드 맞나요? 질겨서 씹느라 힘들었습니다./0 별점이 왜이리 낮죠..? 여기 제가 태어나서 먹어본 곳 중 존맛탱.....!!!!!!!!!!!!!!!!!! 가격도 전혀 비싸다고 안느껴집니다. 1년 후다시 왔습니다. 예전에 비해 고기도 좀 작아지고 질겨진거같아용 ㅠ 아쉬웠습니다. 가격에 비해 이번엔 비싼 느낌이에요./0 메뉴가 정말 제스타일이예요! 금액대가 조금 높은 기분이지만 먹는 순간 가격이 생각이 안나요! 연어도 너무 맛있고 고기도 진짜 육즙 미쳤습니다!! 밥고 고슬고슬하니 맛도리 입미다🫶한번씩 기분내러 데이트 가면 좋을것같은 분위기예요!/0 no review in crawling,,,,,,,,,,
이드레국수,3.7,제주특별자치도 서귀포시 천제연로 93,,184,국수,"나이 적당히 드신 홀도 보고 카운터도 보는 아줌마 개불친절 기분 더러웠고 거기에 양도 개적음, 뜨네기 관광객 많아 맛집으로 보여 낚인듯..다신 안감./0 담백하구 맛나용딱 고기국수 생각하면 성상되는 그런맛고기국수만 먹어봤는데 엄청 특별하진 않디만 가볼만 한거 같아요/0 솔직히 보말이 너무 조금들어가서 거의 그냥 보말향첨가 수준.. 보말칼국수가 별로다차라리 만두랑 돔베고기가 더 낫다 감자피라 쫄깃하고 고기도 잡내 많이 안난다./0",,,,,,,,,,
까망돼지 서귀포점,4.1,제주특별자치도 서귀포시 일주동로 8524,064-732-6542,467,"육류,고기",가족끼리 밥 먹으러 가봤는데 정말 맛있었어요!/0 나 솔직히 흑돼지 기대했음. 제주도 명물이니까 한번은 먹어봐야하지 않을까? 하고 남자친구랑 간건데 생각보다 비싼가격이라 그래도 괜찮았음. 근데 먹어보니 대체 흑돼지 흑돼지 했던거는 뭐지? 그냥 돼지인데 뭐 하나 다른게 없었음 그냥 비싼돼지임. 다 바이럴 마케팅이구나 싶었다. 그냥 바비큐 장이나 할걸…/0 /0,,,,,,,,,,
영해식당,4.6,제주특별자치도 서귀포시 대정읍 하모상가로 34-2,064-794-2262,66,한식,"모슬포에서 맛있게 먹었던 곳수육도 부드럽고 소고기국도 맛있었음밀냉면은 쏘쏘.도민분들 진짜 많이 찾는 곳서빙하시는 남자 직원분이 좀 친절했으면./0 동네도민맛집너낌맛잇는데 음식이 좀 짭서좀 심심하게 해주세요/0 참 괜찮았던 곳인데, 서빙 보는 분이 불친절한 남자분으로 바뀐 후론 맛이 전같지 않네요. 손님 맞이가 불친절하니 주문해 놓고도 유쾌하지 못하고, 맛도 밋밋해졌습니다./0 no review in crawling",,,,,,,,,,
영빈횟집,,제주특별자치도 서귀포시 칠십리로 129 1층 (휴무공지 네이버검색 영빈횟집 검색 후 내방필수),064-732-3489,75,회,,,,,,,,,,,
하루방보쌈 제주본점,4.3,제주특별자치도 제주시 중앙로2길 9,064-752-7890,33,"족발,보쌈",맛있어요~^^/0,,,,,,,,,,
참솔식당,4.2,제주특별자치도 제주시 애월읍 유수암평화5길 21,064-799-6638,46,한식,밑반찬이 전체적으로 짜고 그저그런 식당인데평점이 너무높네요../0 외진데 있는거 빼곤 다 괜찮아요! 친절하시고맛있습니다! 제육볶음 먹었는데 고등어도 맛있을거 같네여^^ 번창하세여^^/0 no review in crawling,,,,,,,,,,
쇠소깍모꼬지,4.4,제주특별자치도 서귀포시 일주동로 8104,064-767-3456,122,한식,친절이 맛이다/0 가격도 바가지 없이 괜찮고 맛도 좋아요무엇보다 사장님이 진짜 친절하세요갈치 발라먹는 방법도 다 설명해주시고잔막걸리도 먹을 수 있어서 좋아요갈치조림 재료 소진이 빨리 될 수 있으니쇠소깍에 오셨다면 주저없이 먹는거 추천드려요!/0 갈치조림 너무 맛있게 먹었어요.밑반찬도 맛있고 너무 맛있어 국물까지 완전 바닥을 보고 왔네요.사장님 너무도 친절하셔서 맛있고 기분좋은 식당 인정/0 no review in crawling,,,,,,,,,,
앙끄레국수,3.7,제주특별자치도 서귀포시 법환상로2번길 97-18,064-739-2999,61,국수,"22,000원 돔베고기^^/0 /0 고기국수,비빔국수,보말국수 모든게 김밥천국 정도의 맛. 하지만 가격은 비싸고 고기의 양,맛 둘다 아쉬울 정도입니다/0 no review in crawling",,,,,,,,,,
만선바다,4.4,제주특별자치도 제주시 삼무로1길 6,064-742-6300,42,회,리뷰가 왜 좋은지 모르겠음.!개인적으로 전체적으로 별로였어요/0 찐/0,,,,,,,,,,
단소,,제주특별자치도 제주시 애월읍 애월로 139-4,070-8018-7178,227,한식,,,,,,,,,,,
김재훈고사리육개장,4.2,제주특별자치도 제주시 구남로2길 19 1층,064-752-2601,278,한식,맛있어요~! 친절하게 응대해주셔서 감사했습니다 ~!한결같은 맛집으로 오래오래 남았으면 좋겠습니다 !!!/0 아침식사 고사리육개장 강추!정말 맛있어요!/0 맛잇어요 얼큰국밥 존맛 고사리욱개장도 마싯음 또가고싶당/0,,,,,,,,,,
어박사 한림본점,,제주특별자치도 제주시 한림읍 한림로 564 1층,064-796-0018,557,한식,,,,,,,,,,,
고향흑돼지,4.8,제주특별자치도 제주시 한림읍 한림해안로 29,064-796-6426,55,"육류,고기","두 번 갔었는데, 또 가고 싶어서 별점 남깁니다. 친절하고 유쾌한 사장님, 맛있는 고기, 덤으로 바다뷰!/0 고기맛은 특별한지 모르겠고 먹을 만 했습니다. 창밖으로 보이는 경치가 좋았습니다./0 전체적으로 너무 굿!! ㅋㅋㅋ 별 4개 이유는 고기가 생각보다 적어요 ㅠㅠ 근데 반찬이 너무 맛있어서 밥 두공기 먹음요^^ 그래도 이 동네에서 반찬 맛있고 가성비 좋은 곳은 여기 하나 뿐이넹요❤️/0 no review in crawling ",,,,,,,,,,
한라전복(본점),3.9,제주특별자치도 서귀포시 대정읍 대한로 33 1층,064-792-1313,79,"굴,전복",옛날 시장앞 시절부터 다녔는데맛집 이전하면 망하는건 진리인듯전복 딱새우만 넣어서 끓이던 시절이 맛있는데바지락 홍합이 너무 질이 낮고꽃게토막도 냉동된지 너무 오래되서 검게 변함/0 /0 3.5점이 없어서 아쉽습니다맛은 무난무난합니다돌솥밥보다 전복죽이 더 맛있었어요/0,,,,,,,,,,
희야네식당,4.7,제주특별자치도 서귀포시 남원읍 태위로 685-1 1층,064-764-3947,53,"불고기,두루치기",여기 우현하게 들어가서 두루치기 먹었는데 정말 맛나요. 최고입니다. ㅎ 매우 만족하고 갑니다. 여기도 담에 재방문 할께요./0 사장님 잘먹구 갑니다 맛 가격 계속 이렇게 부탁합니다 .다음에 또 방문할께요/0 두루치기 시켰는데 양이 넉넉하고 같이주시는 콩나물야채무침?도 양이 많아 배불리 잘 먹었어요 두루치기 양념이 넘 맛있어요 볶음밥까지 해먹었습니당 주차하기가 좀 애매하긴하지만 감안하고도 또 올 집/0 no review in crawling,,,,,,,,,,
돈고팡 본점,3.8,제주특별자치도 제주시 서해안로 248 1층,064-711-9892,90,"육류,고기",자리도 그런대로 괜찮고 고기도 나쁘지않으나 직원들 분위기가 그러네요 가족단위로 간 손님들 맘 편히 서비스하는 곳은 아닌듯요. 일일이 설명하기 귀칞기도 구차스러워서 안 쓰겠지만 시부모님 모시고 가서 기분 안 상하려고 참고 그냥.넘어갔지만 비추하고 싶어요 가격도 비싸구요. ./0 흑돼지1인분에 33.000 원 헐 신제주쪽도 23.000 인데흑돼지가 특별히 맛난것도 아니고 반찬도 특이한것도 없고 고기 양 은 제대로 지키는지담에 미니저울 들고 갈까합니다 긴장하세요 집에와서 라면끓여먹음/0 전날 너무 맛있게 먹은 백돼지...여기서 돈을 더 주고 흑돼지를 시켰지만 육향이 하나도 안나고 돈아까워서 그냥 다 먹음...집에서 사다 먹는 삼겹살이 훨씬 맛있는...친절하고 풍경은 좋았습니다만...리뷰 좀 보고 갈걸.../0 no review in crawling,,,,,,,,,,
곽지국시,4.1,제주특별자치도 제주시 애월읍 일주서로 6027,064-799-5070,111,국수,국수가 맛있긴 한데 고기국수 육수 베이스가 멸치같은 느낌/0 그다지 특별하진않지만고기국수가 원래 그런거 아니겠어요아주 맛있게 먹었어요/0,,,,,,,,,,
고기왕,4.4,제주특별자치도 제주시 애월읍 하귀12길 4 2층,064-711-8577,118,삼겹살,인생 맛집/0 탐라세트로 먹었는데 숄더랙인 목갈비가 완전 부드러웠어요 오션뷰여서 고기 먹으면서 바다를 볼 수 있고 매장 인테리어가 멋졌어요/0,,,,,,,,,,
뱃도새기흑돼지 제주함덕점,,제주특별자치도 제주시 조천읍 함와로 7 1층,0507-1310-8668,1157,"육류,고기",,,,,,,,,,,
중앙식당,3.5,제주특별자치도 서귀포시 안덕면 화순로 108,064-794-9167,75,한식,옛날 레트로느낌식당 맛 나쁘지않아요.국물이 시원했어요.혼밥 하기 좋았어요.굴비정식먹었어요/0 5시 50분 즘에 갔는데도 친절하게 맞이해 주셨습니다. 1명에서 갔는데 굴비백반은 1명은 안된다고 해서 조기매운탕을 시켰는데 조기가 4마리나 들어있어서 맛있게 먹었습니다./0 음식이 정갈하고 맛납니다.덤으로 친절하시구요. ^^/0 no review in crawling,,,,,,,,,,
한아름식당,4.7,제주특별자치도 서귀포시 표선면 세성로 265,064-787-5403,60,"육류,고기",동네분들 일하시고 와서 밥 먹는곳가격저렴 하지만 맛은 좋음화려한 관광지 식당의 분위기나 다양함은 없다단백하고 소박하게 고기 딱 한가지만 취급시간제한 있으니 가려면 일찍 가길 권한다/0 로컬식당의 느낌을 마음껏 느끼고 올수 있습니다 맛과 가성비^^ 둘 다 잡을수 있음/0 지역주민만 알고있는 맛집입니다./0,,,,,,,,,,
흑소랑,3.9,제주특별자치도 제주시 연북로 631,064-726-9966,130,"육류,고기","미쉐린 가이드 보름쇠 직영점이라고 해서 와봤는데 드라이 에이징 치즈향이 장난 아니네요 제도 소고기집 중에 이런데는 없는것 같네요. 가격은 좀 있지만 다음에도 제주도 오면 꼭 방문 하겠습니다!/0 너무 맛있게 먹었습니다. 치즈향, 우유향이 나고 부드럽고 담에 제주도 가면 재방문 하고 싶네요^^/0 가격이 저렴한 편은 아니지만, 우유맛이 진하게 느껴지는 흑우를 맛볼 수 있는 곳입니다. 일반 소고기와는 또 다른 느낌이었어요./0",,,,,,,,,,
한라축산정육식당,4,제주특별자치도 제주시 한림읍 한림상로 84 A동,064-796-3855,240,"육류,고기","창원에서 친구모임왔는데요모르시는분 꼭추천드려요/0 정육식당/0 지인들과 60회 생일들을 맞이하여 제주도에 방문한 정육식당입니다. 맛도 짱, 친절도 짱 소고기와 오겹살 너무 맛있답니다. 다음에 제주도에 오더라도 다시 오고싶은 음식점으로 강력 추천합니다/0",,,,,,,,,,
봉성식당,3.7,제주특별자치도 제주시 애월읍 봉성로 66,064-799-0011,172,"육류,고기",고사리와 고기의 조합이 이렇게 좋을 줄 몰랐습니다~초벌만 해주신다고 했는데 안 바쁘실때는 거의 다 구워주셨던 것 같네요 제 기준 안 좋았던 기억은 없었습니다~/0 /0 여기에 간 이후로 ㄱㄴㅇ님의 맛집을 믿지 않기로 했다...목살은 맛있었지만 삼겹살은 사먹어본 삼겹살중에 제일 뻑뻑했고 .. 무슨 보쌈용 고기 먹는 줄 ....굳이 찾아서 간 곳 인데너무 실망 스러웠음..이전에 갔던 다른 친구도 같은 얘기함.../0 no review in crawling,,,,,,,,,,
사려니국수,3,제주특별자치도 제주시 조천읍 남조로 1732,064-782-9056,211,국수,에코랜드 근처에서 가볍게 식사하기 좋아요/0 가족들과 첫 여행집 사람 대신 여행코스 짜다가 에코랜드 근처 맛집 이라는 사려니국수 갔는데애기들도 잘 먹어서 만족스러웠습니다./0 제주도 첫 여행길에 만난 집!!! 맛+가성비+친절+분위기 다 만족 ㅎ/0 no review in crawling,,,,,,,,,,
중문신라원,3.5,제주특별자치도 서귀포시 법환하로28번길 6,064-739-3395,99,"육류,고기","주차자리 5-7대 있고1인 코스 35000원인데구성 엄청 알차요사장님이 설명도 잘 해주십니다샤브샤브, 갈비찜같은 양념류 잘하시고, 성게미역국도 맛나요무엇보다 한라산.. 살얼음으로 주세요.. 미쳤나요... ㅠㅠ 최곱니다/0 제주도 오면 말고기한번 먹어보고싶엇는데 친절한 사장님덕분에 제대로 먹어보고가요. ^^/0 /0",,,,,,,,,,
고기장,4.6,제주특별자치도 제주시 서해안로 446-1,064-713-1207,209,한식,"고기장 대표 이강일입니다당당하게 말씀드릴게요모든 원육을 직접 관리, 선별하며 저와 동료 모두가 진정성을 다해 대접 하고 있습니다!고기장 오시는 그 선택과 발걸음 후회 절대 안합니다오세요! 꼭 오세요!최고의 맛을 선물하겠습니다!/0 일단 고기는 맛있어요 그리고 전반적인 서브들이 좋구요직원들 재치있고 친절해서 기분 좋게 합니다 단 하나 김치찌개가 넘 시어서 먹기 어려웠어요 그러나 다시 갈 의향 있는 곳!!!!/0 1. 목살은 뻑뻑했고 오겹살과 항정살은 괜찮았지만 다시 찾고싶을 정도는 아닙니다2. 클럽같이 시끄럽고 조명이 있어요 부모님모시고 올 분위기는 아니에요3. 소스도 달고 국수도 달고.. 달게 먹는편임에도 너무 달아요/0 no review in crawling",,,,,,,,,,
진돼지,4.5,제주특별자치도 제주시 은수길 65 B동 1층,064-746-1542,24,"육류,고기",,,,,,,,,,,
흑돼지가있는풍경 본점,3.7,제주특별자치도 제주시 진군남4길 7-8,064-742-1108,40,삼겹살,삼겹살 간장계장이끝내줘요/0 음식물 처리기 제발 그만 돌리시면 안될까요?같은 동내 사는데 좁은 골목길에 관광버스 들어 오는것은 장사하며 살아가는 일이라 그나마 감수하겠습니다!하지만 음식물 처리기 돌리때 나는 냄새는 정말 역하네요ㅜㅜ음식물은 그냥 돈좀 내시고 반출하면 될거 같은데~지역사회와 상생한다고 생각하시면 이웃에 피해주시는 일은 그만 하셨으면 좋겠습니다!/0 no review in crawling,,,,,,,,,,
금박돈,4.1,제주특별자치도 서귀포시 성산읍 일출로 261 1층,064-784-8808,238,"육류,고기",제주 살이 한달 반 하면서 흑돼지집 최소 6군데 가봤는데 금박돈만 5번 간 또또또또간집이에요 지인들 놀러오면 데리고 가고 스탭친구들 데리고 가고 .. 진짜 김치찌개 꼭 드시구요.. 냉면 종류 없는게 살짝 아쉬운데 반찬으로 나오는 동치미 국물에 소면 말아먹고 싶어요 진짜;;; 갓김치며 석박지며 ㅠ 모든 김치가 제 취향 ㅠㅠ 오래오래 장사해주세요 나만 알고 싶은 집이지만 오래장사하셔야하니까.. 후기 남깆니다../0 2번째방문 최고예요 ^^또 올께요 ^^/0,,,,,,,,,,
